title,link,days_passed,company,location,salary
برنامه‌نویس Python (مسلط به Blender-دورکاری),https://jobinja.ir/companies/gaply/jobs/CuSv/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D9%85%D8%B3%D9%84%D8%B7-%D8%A8%D9%87-blender-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%DA%AF%D9%BE%D9%84%DB%8C?_ref=16,(۱۶ روز پیش),گپلی | Gaply,تهران، تهران,قرارداددورکاری(حقوقتوافقی)
برنامه‌نویس Python) Back-End-مشهد),https://jobinja.ir/companies/mojalal-safar-talaei/jobs/CEa3/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-back-end-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D8%A2%DA%98%D8%A7%D9%86%D8%B3-%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C-%D9%85%D8%AC%D9%84%D9%84-%D8%B3%D9%81%D8%B1-%D8%B7%D9%84%D8%A7%DB%8C%DB%8C?_ref=16,(۲۰ روز پیش),آژانس هواپیمایی مجلل سفر طلایی | Mojalal Safar Talaei,خراسان رضوی، مشهد,قراردادتمام‌وقت(حقوقتوافقی)
Python) Senior Back-End Developer-قم),https://jobinja.ir/companies/tank/jobs/CjOX/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-senior-back-end-developer-%D9%82%D9%85-%D8%AF%D8%B1-%D8%AA%D8%A7%D9%86%DA%A9?_ref=16,(۳۵ روز پیش),تانک | Tank,قم، قم,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Back-End) Python-یزد),https://jobinja.ir/companies/mehdana/jobs/Cv1d/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-back-end-python-%DB%8C%D8%B2%D8%AF-%D8%AF%D8%B1-%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D8%B4-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D9%85-%D9%87%D8%AF%D8%A7%D9%86%D8%A7?_ref=16,(۴۱ روز پیش),رایانش هوشمند مِهدانا | Mehdana,یزد، یزد,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Full-Stack (Python-دورکاری),https://jobinja.ir/companies/ikrantakihasos/jobs/CuOP/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-full-stack-python-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%AA%D8%AE%D8%B5%D8%B5?_ref=16,(۱۴ روز پیش),ایران تخصص | Ikrantakihasos,تهران، تهران,"قرارداددورکاری(حقوقاز۶,۵۰۰,۰۰۰تومان)"
برنامه‌نویس پایتون و تحلیلگر داده (امکان امریه سربازی),https://jobinja.ir/companies/ofogh-12/jobs/CNdp/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D9%88-%D8%AA%D8%AD%D9%84%DB%8C%D9%84%DA%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%D8%A7%D9%85%DA%A9%D8%A7%D9%86-%D8%A7%D9%85%D8%B1%DB%8C%D9%87-%D8%B3%D8%B1%D8%A8%D8%A7%D8%B2%DB%8C-%D8%AF%D8%B1-%D8%B4%D8%B1%DA%A9%D8%AA-%D8%AF%D8%A7%D9%86%D8%B4-%D8%A8%D9%86%DB%8C%D8%A7%D9%86-%D8%A7%D9%81%D9%82?_ref=16,(۲۶ روز پیش),شرکت دانش بنیان افق | Ofogh,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۱۲,۰۰۰,۰۰۰تومان)"
Python) Senior Back-End Developer-اصفهان),https://jobinja.ir/companies/snapp-group-1/jobs/Cumv/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-senior-back-end-developer-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D8%A7%D8%B3%D9%86%D9%BE?_ref=16,(۱۴ روز پیش),گروه اسنپ | Snapp Group,اصفهان، اصفهان,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Back-End (python-کرج),https://jobinja.ir/companies/behin-tech-gostar-co-1/jobs/CumR/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-back-end-python-%DA%A9%D8%B1%D8%AC-%D8%AF%D8%B1-%D8%A8%D9%87%DB%8C%D9%86-%D8%AA%DA%A9-%DA%AF%D8%B3%D8%AA%D8%B1?_ref=16,(۱۴ روز پیش),بهین تک گستر | Behin Tech Gostar Co,البرز، کرج,"قراردادتمام‌وقت(حقوقاز۱۳,۰۰۰,۰۰۰تومان)"
Python) Senior Back-End Developer-قم),https://jobinja.ir/companies/timez/jobs/CjXX/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-senior-back-end-developer-%D9%82%D9%85-%D8%AF%D8%B1-%D8%AA%D8%A7%DB%8C%D9%85%D8%B2?_ref=16,(۳۱ روز پیش),تایمز | Timez,قم، قم,"قراردادتمام‌وقت(حقوقاز۳۰,۰۰۰,۰۰۰تومان)"
برنامه‌نویس Python) Back-En‌d),https://jobinja.ir/companies/d-c-develop-conquer/jobs/CvYO/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-back-en-d-%D8%AF%D8%B1-%D8%B1%D8%B3%D8%AA%D8%A7%D9%88%D8%A7?_ref=16,(۴۵ روز پیش),رستاوا | Rastava,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Full-Stack Web Developer (Python/Django/Javascript),https://jobinja.ir/companies/atra-vision-ava/jobs/CNvq/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-full-stack-web-developer-python-django-javascript-%D8%AF%D8%B1-%D8%A2%D8%B1%D8%AA%D8%A7-%D9%88%DB%8C%DA%98%D9%86-%D8%A2%D9%88%D8%A7?_ref=16,(۲۷ روز پیش),آرتا ویژن آوا | Atra Vision Ava,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Back-End) Python-حوزه GIS),https://jobinja.ir/companies/stadia/jobs/C4QT/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-back-end-python-%D8%AD%D9%88%D8%B2%D9%87-gis-%D8%AF%D8%B1-%D8%A7%D8%B3%D8%AA%D8%A7%D8%AF%DB%8C%D8%A7?_ref=16,(۵۵ روز پیش),استادیا | Stadia,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۱۰,۰۰۰,۰۰۰تومان)"
"توسعه دهنده‌ی (Python, Javascript)Full-Stack",https://jobinja.ir/companies/shahrnameh/jobs/CNEY/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%DB%8C-python-javascript-full-stack-%D8%AF%D8%B1-%D8%B4%D9%87%D8%B1%D9%86%D8%A7%D9%85%D9%87?_ref=16,(۲۷ روز پیش),شهرنامه | Shahrnameh,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (مسلط به پردازش زبان طبیعی و یادگیری عمیق),https://jobinja.ir/companies/farzaninstitute/jobs/CvPS/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D9%85%D8%B3%D9%84%D8%B7-%D8%A8%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%D8%B2%D8%A8%D8%A7%D9%86-%D8%B7%D8%A8%DB%8C%D8%B9%DB%8C-%D9%88-%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B9%D9%85%DB%8C%D9%82-%D8%AF%D8%B1-%D9%85%D9%88%D8%B3%D8%B3%D9%87-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D8%A7%D9%86%D8%B4-%D9%BE%DA%98%D9%88%D9%87%D8%B4-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%81%D8%B1%D8%B2%D8%A7%D9%86?_ref=16,(۴۳ روز پیش),موسسه توسعه دانش، پژوهش و فناوری فرزان | Farzan Institute,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Python Django) Senior Back-End Developer-دورکاری-مشهد),https://jobinja.ir/companies/git/jobs/CjXZ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-django-senior-back-end-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%DA%AF%DB%8C%D8%AA?_ref=16,(۳۱ روز پیش),گیت | Git,خراسان رضوی، مشهد,"قرارداددورکاری(حقوقاز۲۲,۰۰۰,۰۰۰تومان)"
کارشناس ارشد جمع آوری داده,https://jobinja.ir/companies/life-web/jobs/C4rv/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%AC%D9%85%D8%B9-%D8%A2%D9%88%D8%B1%DB%8C-%D8%AF%D8%A7%D8%AF%D9%87-%D8%AF%D8%B1-%D9%84%D8%A7%DB%8C%D9%81-%D9%88%D8%A8?_ref=16,(۵۷ روز پیش),لایف وب | Life Web,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۲۰,۰۰۰,۰۰۰تومان)"
برنامه‌نویس ارشد Django,https://jobinja.ir/companies/daraya/jobs/CM5b/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-django-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%85%D8%A7%D9%84%DB%8C-%D8%AF%D8%A7%D8%B1%D8%A7%DB%8C%D8%A7?_ref=16,(۳ روز پیش),گروه مالی دارایا | Daraya,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۲۸,۰۰۰,۰۰۰تومان)"
Senior Deep Learning Engineer,https://jobinja.ir/companies/rdl/jobs/CrM2/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-deep-learning-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D8%AA%D9%88%D8%AF%DB%8C%D9%88-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D9%BE%D8%A7%DB%8C%D8%AF%D8%A7%D8%B1?_ref=16,(۱۰ روز پیش),استودیو طراحی پایدار | SDStudio,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Back-End,https://jobinja.ir/companies/tadbirgranfarda/jobs/CEue/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-back-end-%D8%AF%D8%B1-%DA%A9%D8%A7%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C-%D8%AA%D8%AF%D8%A8%DB%8C%D8%B1-%DA%AF%D8%B1%D8%A7%D9%86-%D9%81%D8%B1%D8%AF%D8%A7?_ref=16,(۲۰ روز پیش),کارگزاری تدبیر گران فردا | Tadbirgran Farda,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Django Developer,https://jobinja.ir/companies/metavers-salamat/jobs/CEz2/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-django-developer-%D8%AF%D8%B1-%D9%85%D8%AF%DB%8C%D8%B1%DB%8C%D8%AA-%D8%AA%D8%A7%D9%85%DB%8C%D9%86-%D9%88-%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%DB%8C-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%D8%B3%D9%84%D8%A7%D9%85%D8%AA-%D9%86%D9%88%D8%B1?_ref=16,(۲۳ روز پیش),مدیریت تامین و راهبری سرمایه سلامت نور | Metavers salamat,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Customer Experience Data Analyst,https://jobinja.ir/companies/tap30-1/jobs/CE6r/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-customer-experience-data-analyst-%D8%AF%D8%B1-%D8%AA%D9%BE%D8%B3%DB%8C?_ref=16,(۲۳ روز پیش),تپسی | TAPSI,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Solidity,https://jobinja.ir/companies/farbod-tarinpisheh/jobs/Cj99/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-solidity-%D8%AF%D8%B1-%D9%81%D8%B1%D8%A8%D8%AF-%D8%AA%D8%B1%DB%8C%D9%86-%D9%BE%DB%8C%D8%B4%D9%87?_ref=16,(۳۶ روز پیش),فربد ترین پیشه | Farbod Tarinpisheh,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۲۲,۰۰۰,۰۰۰تومان)"
(Data Quality Engineer(Trainee,https://jobinja.ir/companies/snapp/jobs/Cvox/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-quality-engineer-trainee-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE?_ref=16,(۴۳ روز پیش),اسنپ | Snapp,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
کارشناس توسعه نرم افزار (در حوزه هوش مصنوعی-آقا),https://jobinja.ir/companies/fakhrandishan/jobs/C70X/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%AF%D8%B1-%D8%AD%D9%88%D8%B2%D9%87-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D9%81%D8%AE%D8%B1%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D8%A7%D9%86?_ref=16,(۵۲ روز پیش),فخراندیشان | Fakhr Andishan,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
NLP Engineer,https://jobinja.ir/companies/heyva-ai/jobs/C4wV/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-nlp-engineer-%D8%AF%D8%B1-%D9%81%D9%86%D8%A7%D9%88%D8%B1%D8%A7%D9%86-%D8%AF%D8%A7%D9%86%D8%B4-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D9%87%DB%8C%D9%88%D8%A7?_ref=16,(۵۸ روز پیش),فناوران دانش هوش مصنوعی هیوا | Heyva AI,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس ارشد جنگو (Django-دورکاری),https://jobinja.ir/companies/torob/jobs/Cudv/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%AC%D9%86%DA%AF%D9%88-django-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AA%D8%B1%D8%A8?_ref=16,(۱۳ روز پیش),ترب | Torob,تهران، تهران,قرارداددورکاری(حقوقتوافقی)
Blockchain Developer(دورکاری),https://jobinja.ir/companies/ikrantakihasos/jobs/CuSV/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-blockchain-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%AA%D8%AE%D8%B5%D8%B5?_ref=16,(۱۴ روز پیش),ایران تخصص | Ikrantakihasos,تهران، تهران,"قرارداددورکاری(حقوقاز۱۰,۰۰۰,۰۰۰تومان)"
Application GUI Developer (دورکاری),https://jobinja.ir/companies/technological-virtual-collaboration-tecvico/jobs/C7p0/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-application-gui-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%B4%D8%A8%DA%A9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%85%D8%AC%D8%A7%D8%B2%DB%8C-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C-%D8%AA%D8%AF%D8%A8%DB%8C%D8%B1-%DA%A9%D8%B1%DB%8C%D9%85%D8%A7%D9%86-%DA%A9%D9%88%DB%8C%D8%B1?_ref=16,(۴۹ روز پیش),شبکه فناوری مجازی بین المللی تدبیر کریمان کویر | Technological Virtual Collaboration (tecvico),تهران، تهران,قرارداددورکاری(حقوقتوافقی)
Business Data Analyst,https://jobinja.ir/companies/mh-technologies/jobs/CTPn/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-business-data-analyst-%D8%AF%D8%B1-%D9%87%D9%84%D8%AF%DB%8C%D9%86%DA%AF-mh?_ref=16,(امروز),هلدینگ MH | MH Technologies,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس هوش مصنوعی (AI),https://jobinja.ir/companies/resana-1/jobs/CTbT/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-ai-%D8%AF%D8%B1-%D9%87%D9%86%D8%B1-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D8%B1%D8%B3%D8%A7%D9%86%D8%A7?_ref=16,(۱ روز پیش),هنر مهندسی رسانا | Resana,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
(Back-End Developer (Django,https://jobinja.ir/companies/dadesaz/jobs/CT2Y/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-back-end-developer-django-%D8%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%D8%B3%D8%A7%D8%B2?_ref=16,(۲ روز پیش),داده ساز | Dadesaz,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Data Engineer,https://jobinja.ir/companies/snapp/jobs/CMv0/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE?_ref=16,(۷ روز پیش),اسنپ | Snapp,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Data Engineer,https://jobinja.ir/companies/soshyant-1/jobs/CfAH/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%B3%D9%88%D8%B4%DB%8C%D8%A7%D9%86%D8%AA?_ref=16,(۸ روز پیش),توسعه فناوری سوشیانت | Soshyant,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس ارشد بک‌اند (Senior Backend Developer),https://jobinja.ir/companies/ejob-2/jobs/CuiD/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%A8%DA%A9-%D8%A7%D9%86%D8%AF-senior-backend-developer-%D8%AF%D8%B1-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%88-%D9%86%D9%88%D8%A2%D9%88%D8%B1%DB%8C-%D8%A7%DB%8C%D8%AC%D8%A7%D8%A8?_ref=16,(۱۰ روز پیش),فناوری و نوآوری ایجاب | EJob,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
(Back-End Developer (Django,https://jobinja.ir/companies/hoopad-1/jobs/Cmcg/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-back-end-developer-django-%D8%AF%D8%B1-%D8%A7%D9%85%D9%86-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D9%87%D9%88%D9%BE%D8%A7%D8%AF?_ref=16,(۱۰ روز پیش),امن افزار هوپاد | Hoopad,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Data Scientist,https://jobinja.ir/companies/trendplus/jobs/CkyJ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-scientist-%D8%AF%D8%B1-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D8%B4-%D8%B1%D9%88%D9%86%D8%AF-%DA%AF%D8%B3%D8%AA%D8%B1?_ref=16,(۱۰ روز پیش),هوشمند رایانش روند گستر | Smart computing,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۳۰,۰۰۰,۰۰۰تومان)"
متخصص هوش مصنوعی,https://jobinja.ir/companies/goldis-2/jobs/Cub9/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AF%D8%B1-%DA%AF%D9%84%D8%AF%DB%8C%D8%B3?_ref=16,(۱۵ روز پیش),گلدیس | Goldis,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۴۵,۰۰۰,۰۰۰تومان)"
Data Engineer,https://jobinja.ir/companies/exa-datascience-lab/jobs/CamW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D8%A7%DA%AF%D8%B2%D8%A7?_ref=16,(۱۶ روز پیش),اگزا | Exa DataScience Lab,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Data Scientist,https://jobinja.ir/companies/irancell-labs-1/jobs/CuY3/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-scientist-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%D8%B3%D9%84-%D9%84%D8%A8%D8%B2?_ref=16,(۱۷ روز پیش),ایرانسل لبز | Irancell Labs,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Data Engineer,https://jobinja.ir/companies/alopeyk-1/jobs/CEid/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-data-engineer-%D8%AF%D8%B1-%D8%A7%D9%84%D9%88%D9%BE%DB%8C%DA%A9?_ref=16,(۱۷ روز پیش),الوپیک | AloPeyk,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Back-End Developer (Django-آقا),https://jobinja.ir/companies/salman-farsi-2/jobs/CEyl/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-back-end-developer-django-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%B3%D9%84%D9%85%D8%A7%D9%86-%D9%81%D8%A7%D8%B1%D8%B3%DB%8C?_ref=16,(۲۰ روز پیش),سلمان فارسی | Salman Farsi,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۳۰,۰۰۰,۰۰۰تومان)"
(Senior Back-End Developer (Django,https://jobinja.ir/companies/arta-capital/jobs/CEaL/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-django-%D8%AF%D8%B1-%D8%A7%D9%86%DB%8C%DA%AF%D9%85%D8%A7?_ref=16,(۲۱ روز پیش),انیگما  | Enigma,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
مدیر ارشد فنی (CTO),https://jobinja.ir/companies/tadsi/jobs/CEob/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%DB%8C%D8%B1-%D8%A7%D8%B1%D8%B4%D8%AF-%D9%81%D9%86%DB%8C-cto-%D8%AF%D8%B1-%D8%AA%D8%A7%D8%AF%D8%B3%DB%8C?_ref=16,(۲۱ روز پیش),تادسی | Tadsi,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس هوش مصنوعی (AI),https://jobinja.ir/companies/khanesarmaye/jobs/CEF5/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-ai-%D8%AF%D8%B1-%D8%AE%D8%A7%D9%86%D9%87-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87?_ref=16,(۲۳ روز پیش),خانه سرمایه | khane Sarmaye,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Data Engineer,https://jobinja.ir/companies/zarebin-1/jobs/CEt8/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-data-engineer-%D8%AF%D8%B1-%D8%A2%D8%B1%D9%85%D8%A7%D9%86-%D8%AF%DB%8C%D8%AF-%D9%86%D9%88-%D8%A2%D8%AF%DB%8C%D9%86?_ref=16,(۲۳ روز پیش),آرمان دید نو (آدین) | Adin,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
